scenario_uid,source,split,outcome,gate_lo_m,gate_hi_m,reconstruction_residual_m,components_forward,components_aligned,nearest_gap_m,nearest_lo_m,nearest_hi_m,nearest_lane_types,nearest_is_route_lane,lane_change_left_crosses,lane_change_right_crosses
pg:scenarionet_v1:PGMap-24921364,pg,train,ok,-1.7921381832605334,1.7921381832605192,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-24921399,pg,train,ok,-4.761749924941512,1.587249974980523,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-24921404,pg,train,ok,-1.7884614420571823,8.926263778363769,2.1316282072803006e-14,2,1,2.075318813820509,11.001582592184278,22.681110719949814,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-24921407,pg,train,ok,-6.001134458968335,21.2476085805273,2.6645352591003757e-15,2,1,45.04533148313524,66.29294006366254,83.04817568411607,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-24921408,pg,train,ok,-1.7544943219080695,8.713988943698023,3.552713678800501e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-24921440,pg,train,ok,-4.6515459797672065,4.651545979767178,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-24921443,pg,train,ok,-6.2638048159782,2.194375557620515,4.440892098500626e-15,2,2,57.2042159124877,59.398591470108215,68.90400256563169,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-24921457,pg,train,ok,-1.7244930717689186,8.622465358844593,0.0,2,2,4.588038426581548,-9.767894324577583,-6.312531498350467,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-24921468,pg,train,ok,-11.436725843836138,29.546423712443048,5.329070518200751e-15,2,2,0.12808968210384464,29.674513394546892,31.372927452546776,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921471,pg,train,ok,-1.729734011497868,1.7297340114978539,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-24921482,pg,train,ok,-9.999399889490048,3.535983219139359,5.329070518200751e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-24921495,pg,train,ok,-4.753332185237838,17.676535503421647,0.0,2,2,1.5930469948524717,-14.168888123491882,-6.3463791800903095,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921500,pg,train,ok,-2.0589652112743693,6.176895633823108,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-24921503,pg,train,ok,-19.363941328613407,2.0223337734769586,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-24921517,pg,train,ok,-5.481481308871571,9.135802181452563,5.329070518200751e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-24921549,pg,train,ok,-6.236248681180054,16.272164179929202,3.552713678800501e-15,2,1,41.04660349902238,57.31876767895159,76.61379907071503,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-24921557,pg,train,ok,-4.742187827744402,1.5462644623395363,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-24921589,pg,train,ok,-2.0282407740893706,10.180818307539669,1.2434497875801753e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-24921601,pg,train,ok,-6.547187167076259,3.3172210899600723,8.881784197001252e-16,3,2,0.014151456235196314,3.3313725461952686,13.607746779217209,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-24921644,pg,train,ok,-4.951878190647108,4.951878190647108,0.0,2,2,1.7879391810844396,-15.24689894306961,-6.739817371731547,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921659,pg,train,ok,-10.38181633643596,2.076363267287192,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-24921661,pg,train,ok,-1.4872039588998427,4.535716255454188,2.220446049250313e-15,3,2,0.1373179888822893,4.673034244336478,18.885467957727812,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-24921666,pg,train,ok,-12.151652005080706,24.299083007047557,0.0,2,2,0.012040060514365791,-20.212951577299762,-12.163692065595072,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921672,pg,train,ok,-4.855143344810216,6.989891048435795,8.881784197001252e-16,2,2,13.284295686739881,20.274186735175675,24.867318818761902,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921676,pg,train,ok,-13.348079999231004,2.1621220533627934,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-24921698,pg,train,ok,-5.3339559785304385,18.262343290657142,1.7763568394002505e-15,2,1,26.502574545853847,44.76491783651099,62.883966497984545,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-24921704,pg,train,ok,-12.746186911662804,5.209204215563702,0.0,3,3,0.027780257147753673,-18.929683491901315,-12.773967168810557,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-24921717,pg,train,ok,-1.8001902432265524,9.000951216132762,0.0,2,2,0.022025046051993513,-5.4248473034697895,-1.822215289278546,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-24921732,pg,train,ok,-1.8423397461965578,1.8423397461965862,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-24921747,pg,test,ok,-10.440966195382451,1.62634371784572,4.973799150320701e-14,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920012,pg,train,ok,-4.5489684018406535,1.5163228006135365,4.440892098500626e-16,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920027,pg,train,ok,-4.856639428182987,1.6188798093943433,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920049,pg,train,ok,-2.1536168311117905,6.460850493335386,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920091,pg,train,ok,-5.190355180521009,1.743279560011999,8.881784197001252e-16,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920105,pg,train,ok,-2.1029445415970502,2.1029445415970645,3.9968028886505635e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920108,pg,train,ok,-9.357295757714695,1.871459151542922,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920112,pg,train,ok,-8.720177850503745,1.744035570100749,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920114,pg,train,ok,-5.653680841593098,5.653680841593151,6.217248937900877e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-2920121,pg,train,ok,-9.452113382904408,16.58053105638789,7.105427357601002e-15,2,3,49.35490856849031,65.9354396248782,79.00713177613926,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-2920126,pg,train,ok,-6.338441279082389,6.338441279082389,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-2920136,pg,train,ok,-2.082302565587388,2.082302565587419,9.769962616701378e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920140,pg,train,ok,-5.709831645575518,1.9197099060008034,1.7763568394002505e-15,2,1,2.371060463848722,4.290770369849525,16.996607024778072,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-2920141,pg,train,ok,-4.872202323996362,4.872202323996348,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-2920158,pg,train,ok,-1.8635600846964877,5.590680254089463,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920168,pg,train,ok,-2.0919373590161,2.0919373590161,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920190,pg,test,ok,-1.5522107751926977,7.765925859690353,1.1546319456101628e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920204,pg,train,ok,-1.9748950474630078,9.874475237315067,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920237,pg,train,ok,-5.410643531384224,5.410643531384225,8.881784197001252e-16,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-2920249,pg,train,ok,-1.6174607005183503,4.852382101555051,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920260,pg,train,ok,-6.269698663624158,2.0917801998768355,3.552713678800501e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920274,pg,train,ok,-1.737130315860446,8.685651579302172,1.2434497875801753e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920279,pg,train,ok,-1.5575426458943156,1.5575426458943014,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920284,pg,train,ok,-1.8503886185975489,1.8503886185975627,4.440892098500626e-16,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920288,pg,train,ok,-1.809473491696024,8.759256075133507,8.881784197001252e-16,2,2,25.670452427089558,34.429708502223065,38.810043483795766,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-2920301,pg,train,ok,-2.220557959659075,6.661673878977226,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920312,pg,train,ok,-2.1471425359237166,2.147142535923681,3.552713678800501e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920313,pg,train,ok,-2.046058591945183,2.046058591945183,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920317,pg,train,ok,-2.231012345505704,2.2310123455056896,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920326,pg,train,ok,-2.2429743352356732,11.22599830678437,7.105427357601002e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-2920328,pg,train,ok,-8.593105170947922,1.7186210341895816,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-2920329,pg,train,ok,-1.735806208224247,1.7358062082242465,4.440892098500626e-16,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-2920336,pg,train,ok,-6.724080810726946,6.724080810726945,8.881784197001252e-16,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920000,pg,train,ok,-3.682479172450428,9.292629911833956,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920056,pg,train,ok,-1.5583682339894418,1.5751191893437113,1.7763568394002505e-15,4,3,0.23460430316290903,1.8097234925066203,7.182653880917044,LANE_SURFACE_STREET,False,False,False
pg:scenarionet_v1:PGMap-29920078,pg,train,ok,-2.0998913001996744,10.467597213096726,1.7763568394002505e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920081,pg,train,ok,-16.553285922952682,4.905259191638721,8.881784197001252e-16,3,2,17.976688420195202,-52.01706931444214,-34.529974343147884,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920087,pg,train,ok,-9.597431964334447,1.9194863928669008,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920100,pg,train,ok,-5.811732061018042,1.9372440203393568,7.993605777301127e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920105,pg,train,ok,-10.620272783687668,8.651009330553833,0.0,3,3,0.033484194220747554,-14.383729669592341,-10.653756977908415,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920107,pg,train,ok,-4.824428687570347,1.6081428958567736,8.881784197001252e-16,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920115,pg,train,ok,-5.072966610944948,58.52791096251992,7.105427357601002e-15,2,2,4.442870616966286,-48.381977740629935,-9.515837227911234,LANE_SURFACE_STREET|LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920130,pg,test,ok,-7.506575461270685,7.888495631728219,0.0,3,3,0.025520744075635093,-14.473023872310165,-7.5320962053463205,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920168,pg,train,ok,-1.8950586985319475,5.6851760955957324,1.0658141036401503e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920185,pg,train,ok,-48.01892443069961,57.07569772279853,1.4210854715202004e-14,1,2,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920191,pg,train,ok,-4.8084071195640234,4.808407119564009,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920195,pg,test,ok,-2.1533981496651267,10.766990748325695,4.440892098500626e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920243,pg,train,ok,-8.857020270726366,1.7714040541452931,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920246,pg,train,ok,-1.589365886364618,4.768097659093868,0.0,2,2,1.2513997078973205,-6.068534428337955,-2.8407655942619385,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920277,pg,train,ok,-19.48302395868592,2.12075598967148,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920281,pg,train,ok,-8.763500842614533,1.7527001685229209,0.0,2,2,3.8075156833102426,-16.130493313474332,-12.571016525924776,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-29920292,pg,train,ok,-1.6372241874422713,1.6372241874422562,8.881784197001252e-16,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29920293,pg,train,ok,-1.8955558992022263,9.477779496011161,5.329070518200751e-15,2,2,4.536695896913538,-10.237625572291705,-6.432251796115764,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920311,pg,train,ok,-6.601380214932029,3.999733528547592,6.217248937900877e-15,2,2,91.57974712794389,95.57948065649148,99.99999999999997,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920319,pg,train,ok,-4.719602888410876,1.5732009628036252,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920329,pg,test,ok,-5.143325474010322,1.7144418246701167,3.552713678800501e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920330,pg,train,ok,-5.487865329514946,25.63430754537322,0.0,2,2,0.1946921921071123,-15.461223703239526,-5.6825575216220585,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920337,pg,train,ok,-5.955700843103034,1.985233614367688,2.6645352591003757e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920343,pg,train,ok,-5.890589418386797,3.357235412786082,8.881784197001252e-16,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920344,pg,train,ok,-2.131332271585336,10.656661357926751,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920350,pg,train,ok,-2.2147308598058055,6.644192579417415,6.217248937900877e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920351,pg,train,ok,-1.726431615932667,20.602914919531308,7.105427357601002e-15,2,1,44.60101269380548,65.20392761333679,80.06833405571027,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920353,pg,train,ok,-1.6059365458798147,16.575006804667822,6.661338147750939e-16,2,1,38.07863409047022,54.65364089513804,66.74129748910224,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920363,pg,train,ok,-5.003432191910477,1.6678107306368166,4.440892098500626e-16,2,2,4.688343312361965,-13.027396965546103,-9.691775504272442,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-29920368,pg,train,ok,-20.12624055297836,2.0285502288674735,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920414,pg,train,ok,-6.141971109317617,3.8113060614988745,7.993605777301127e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920446,pg,train,ok,-5.160510812021485,8.686542665478655,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920451,pg,train,ok,-10.62876130787825,23.41863850148944,0.0,2,2,0.02570721693226119,-14.562391225333926,-10.654468524810511,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920454,pg,test,ok,-2.4216444407379,5.286536692029268,7.105427357601002e-15,2,1,66.57835555926215,-91.22359801769713,-69.00000000000004,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920464,pg,train,ok,-11.580787997297534,24.811811410544166,0.0,2,2,0.03254984709627706,24.844361257640443,29.549330002173406,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920505,pg,train,ok,-53.54337149745816,56.31505724618734,7.105427357601002e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920509,pg,train,ok,-1.8357248788400018,5.507174636519933,1.2434497875801753e-14,2,2,4.230188482133424,-9.77667454544708,-6.0659133609734255,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920516,pg,train,ok,-1.698663586500743,8.493317932503757,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920522,pg,train,ok,-1.594236284587197,26.942362845871926,0.0,2,2,0.5984388461122307,-11.271839583736735,-2.1926751306994277,LANE_SURFACE_UNSTRUCTURE,False,False,True
pg:scenarionet_v1:PGMap-29920525,pg,train,ok,-4.917855331726258,11.995498147295592,0.0,2,2,44.51275756042767,56.508255707723265,66.19671548005613,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920540,pg,train,ok,-9.514970781362322,21.10545049857147,0.0,2,2,0.014697147003971622,-17.73779198929752,-9.529667928366294,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920564,pg,train,ok,-5.030917610462197,9.61716738384854,1.7763568394002505e-15,2,2,91.03694031736596,-100.0,-96.06785792782816,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920582,pg,test,ok,-5.441016510538148,1.5236727976622149,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920586,pg,train,ok,-4.868797547282791,19.971083485564854,7.105427357601002e-15,2,1,50.73864567105887,70.70972915662372,86.27094833243282,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920597,pg,train,ok,-1.8511063921819044,1.8511063921818902,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29920627,pg,train,ok,-2.228349251599675,2.228349251599688,7.549516567451064e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29920637,pg,test,ok,-1.8921276346755276,9.437628605055721,1.4210854715202004e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920652,pg,train,ok,-8.043911536353022,1.6087823072706025,8.881784197001252e-16,2,2,3.0311953549258277,-17.435129229082406,-11.07510689127885,LANE_SURFACE_UNSTRUCTURE,False,True,False
pg:scenarionet_v1:PGMap-29920660,pg,train,ok,-2.1164005635014265,6.349201690504286,1.5987211554602254e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920662,pg,train,ok,-1.7960524898895778,8.980262449447867,3.552713678800501e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920687,pg,train,ok,-5.659470468097231,1.8864901560323828,3.375077994860476e-14,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920690,pg,train,ok,-1.9340149227089125,5.802044768126585,2.1316282072803006e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920706,pg,train,ok,-2.077934626599628,9.147311133602116,0.0,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29920728,pg,train,ok,-4.7820484042599904,5.2416152638451035,8.881784197001252e-15,3,2,0.022177948302074313,5.263793212147178,13.343982765844117,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920750,pg,train,ok,-1.9806994572730083,1.9806994572730325,1.0658141036401503e-14,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29920757,pg,train,ok,-2.1955380829348425,30.15350041891655,1.4210854715202004e-14,2,1,58.186114526974976,88.33961494589153,100.00000000000003,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920765,pg,train,ok,-10.7194425699503,2.1438885139900523,3.552713678800501e-15,2,2,2.335947460930516,-17.409312930924173,-13.055390030880815,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-29920772,pg,train,ok,-14.453507737187337,10.72530563742973,3.552713678800501e-15,3,2,0.025796958205177134,-42.546953170908985,-14.479304695392514,LANE_SURFACE_STREET|LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920785,pg,train,ok,-11.462303882780574,1.6374719832543718,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920797,pg,train,ok,-15.224404191013221,3.552500725776511,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920800,pg,train,ok,-20.391814389510614,2.1570315323144627,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920807,pg,train,ok,-45.00000000000006,65.16056324335784,7.105427357601002e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920810,pg,train,ok,-1.6612928390443071,5.228971025441097,8.881784197001252e-16,2,1,0.943132338069419,6.172103363510516,10.099759087436937,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920817,pg,train,ok,-6.271061777429225,2.0956294134292492,1.3322676295501878e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920838,pg,train,ok,-15.892823613288044,27.44720550882613,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920843,pg,train,ok,-16.404235717864665,5.939238761579844,0.0,3,3,0.037624050460379976,-20.27119526501437,-16.441859768325045,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920851,pg,train,ok,-1.9360427938077587,1.9120039352798206,7.549516567451064e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29920861,pg,train,ok,-10.933679057147756,2.186735811429557,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920887,pg,train,ok,-14.388774407217099,7.677600032279912,0.0,2,2,5.9825788887158495,13.660178920995762,23.397635396213474,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29920900,pg,train,ok,-52.83889959003778,56.758349385056675,0.0,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29920913,pg,train,ok,-2.1471665992772113,4.496466927054827,1.7763568394002505e-15,2,1,20.188042436989974,24.6845093640448,29.833764372919944,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29920926,pg,train,ok,-20.17088810461395,2.211655849174747,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920949,pg,test,ok,-13.662775001025665,2.070727061743156,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29920959,pg,train,ok,-10.949450705576439,10.59638737445134,0.0,2,2,40.07703559326073,50.67342296771207,58.27632139625726,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29920981,pg,train,ok,-5.015105652189092,1.6717018840630264,4.440892098500626e-16,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921002,pg,train,ok,-10.564331156411033,2.1128662312822004,1.1102230246251565e-14,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921009,pg,test,ok,-9.68386851565339,1.936773703130715,3.552713678800501e-15,2,2,74.55448341898773,76.49125712211844,88.1118993409026,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-29921034,pg,train,ok,-15.18058048874093,21.22474432492882,0.0,2,2,0.06069659673389083,21.285440921662712,24.109912018305295,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29921067,pg,train,ok,-15.601677291404556,5.821639669921879,0.0,3,3,0.0438004953647777,-19.39058829877503,-15.645477786769334,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29921075,pg,train,ok,-1.961495396596462,5.8844861897894685,1.7763568394002505e-15,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29921093,pg,test,ok,-6.592259577180906,6.571239469727212,8.881784197001252e-15,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29921131,pg,train,ok,-9.808076043219742,1.9616152086439493,8.881784197001252e-16,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921137,pg,train,ok,-17.24572599115986,4.857345278239135,1.7763568394002505e-15,3,2,9.022305119985575,-51.72500490555086,-26.268031111145433,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29921157,pg,train,ok,-10.876260965846674,2.1752521931693085,8.881784197001252e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921160,pg,train,ok,-5.059327406875476,1.6864424689585542,7.993605777301127e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921166,pg,train,ok,-12.627331622947594,23.40607173257976,0.0,2,2,0.6113669545842839,-14.571291095518134,-13.238698577531878,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29921172,pg,train,ok,-9.707407675982717,1.9414815351965702,2.5757174171303632e-14,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921177,pg,train,ok,-1.8971480883621976,1.8971480883621976,3.1086244689504383e-15,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29921180,pg,train,ok,-19.70978879804725,3.7375508841614495,7.105427357601002e-15,2,2,16.212639432349945,19.950190316511396,23.71413945867154,LANE_SURFACE_UNSTRUCTURE,False,True,True
pg:scenarionet_v1:PGMap-29921232,pg,train,ok,-8.4976504007301,1.699530080146042,5.329070518200751e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921234,pg,test,ok,-6.259544361616027,6.259544361615968,1.1546319456101628e-14,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29921302,pg,train,ok,-2.3659609164290885,2.1735463285211125,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29921307,pg,train,ok,-2.0167886241728894,2.0167886241728894,0.0,1,1,,,,,False,False,False
pg:scenarionet_v1:PGMap-29921309,pg,test,ok,-9.6689201942674,1.9337840388534886,0.0,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921381,pg,test,ok,-1.991606212008882,9.962715663253817,1.4210854715202004e-14,1,1,,,,,False,False,True
pg:scenarionet_v1:PGMap-29921384,pg,train,ok,-5.361885553302244,5.361885553302215,8.881784197001252e-16,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29921390,pg,train,ok,-4.6774074267530485,18.593885132673805,8.881784197001252e-16,2,1,67.70186542922652,86.29575056190032,99.99999999999997,LANE_SURFACE_STREET,False,True,True
pg:scenarionet_v1:PGMap-29921407,pg,train,ok,-10.339247608817617,2.06784952176352,1.7763568394002505e-15,2,2,3.3582788526916527,-17.89702532905703,-13.69752646150927,LANE_SURFACE_STREET,False,True,False
pg:scenarionet_v1:PGMap-29921410,pg,train,ok,-1.5670639784911307,9.635890583296774,3.774758283725532e-15,3,2,15.257222714813619,24.893113298110393,33.28934133961528,LANE_SURFACE_STREET,False,False,True
pg:scenarionet_v1:PGMap-29921444,pg,train,ok,-5.1085178467263095,1.7028392822420795,5.329070518200751e-15,1,1,,,,,False,True,False
pg:scenarionet_v1:PGMap-29921468,pg,train,ok,-4.955333997001013,4.955333997001014,2.1316282072803006e-14,1,1,,,,,False,True,True
pg:scenarionet_v1:PGMap-29921471,pg,train,ok,-1.5457205513998957,7.728602756999464,0.0,2,1,5.011310268149259,-11.62332043208923,-6.557030819549155,LANE_SURFACE_UNSTRUCTURE,False,False,True
pg:scenarionet_v1:PGMap-29921476,pg,train,ok,-19.181215797951143,6.243452755998563,3.552713678800501e-15,1,1,,,,,False,True,True
